订单ID,订单日期,邮寄方式,国家,地区,省/自治区,细分,类别,子类别,制造商,产品名称,数量,销售额,利润
A1004737,2016/11/26,标准级,中国,中南,湖北,公司,家具,椅子,Office Star,"Office Star 沙滩椅, 红色",5,1294.00 ,323
A1004745,2016/11/27,当日,中国,华东,上海,消费者,办公用品,装订机,Wilson Jones,"Wilson Jones 装订机盖, 耐用",1,59.00 ,22
A1004744,2016/11/27,一级,中国,中南,广东,消费者,办公用品,信封,Kraft,"Kraft 商业信封, 银色",3,264.00 ,108
A1004744,2016/11/27,一级,中国,中南,广东,消费者,办公用品,用品,Elite,"Elite 大剪刀, 锯齿状",7,857.00 ,-72
A1004744,2016/11/27,一级,中国,中南,广东,消费者,办公用品,装订机,Ibico,"Ibico 订书机, 透明",4,570.00 ,57
A1004744,2016/11/27,一级,中国,中南,广东,消费者,家具,桌子,Chromcraft,"Chromcraft 电脑桌, 组装",1,830.00 ,-436
A1004744,2016/11/27,一级,中国,中南,广东,消费者,家具,用具,Tenex,"Tenex 相框, 优质",3,424.00 ,0
A1004744,2016/11/27,一级,中国,中南,广东,消费者,技术,配件,SanDisk,"SanDisk 闪存驱动器, 实惠",3,332.00 ,-6
A1004744,2016/11/27,一级,中国,中南,广东,消费者,技术,配件,罗技,"罗技 闪存驱动器, 可编程",3,269.00 ,-90
A1004741,2016/11/27,二级,中国,华东,山东,公司,办公用品,器具,Hamilton Beach,"Hamilton Beach 烤面包机, 黑色",2,319.00 ,-85
A1004741,2016/11/27,二级,中国,华东,山东,公司,办公用品,标签,Hon,"Hon 有色标签, 红色",5,295.00 ,138
A1004741,2016/11/27,二级,中国,华东,山东,公司,办公用品,美术,BIC,"BIC 铅笔刀, 蓝色",1,27.00 ,-61
A1004740,2016/11/27,标准级,中国,中南,湖南,公司,办公用品,收纳具,Tenex,"Tenex 文件车, 工业",1,628.00 ,232
A1004746,2016/11/27,标准级,中国,东北,吉林,消费者,办公用品,系固件,Advantus,"Advantus 图钉, 金属",5,192.00 ,-45
A1004746,2016/11/27,标准级,中国,东北,吉林,消费者,家具,书架,宜家,"宜家 古典书架, 白色",4,4640.00 ,-928
A1004741,2016/11/27,二级,中国,华东,山东,公司,技术,复印机,佳能,"佳能 传真机, 数字化",4,3562.00 ,-713
A1004741,2016/11/27,二级,中国,华东,山东,公司,技术,配件,SanDisk,"SanDisk 键区, 回收",3,447.00 ,0
A1004747,2016/11/27,标准级,中国,东北,辽宁,消费者,技术,设备,冲电器,"冲电器 电话, 红色",2,470.00 ,-306
A1004743,2016/11/27,标准级,中国,华东,山东,消费者,办公用品,信封,Jiffy,"Jiffy 马尼拉纸信封, 回收",4,463.00 ,208
A1004742,2016/11/27,标准级,中国,中南,广东,消费者,办公用品,装订机,Avery,"Avery 装订机, 回收",7,433.00 ,0
A1004742,2016/11/27,标准级,中国,中南,广东,消费者,家具,椅子,Harbour Creations,"Harbour Creations 椅垫, 每套两件",5,1733.00 ,502
A1004743,2016/11/27,标准级,中国,华东,山东,消费者,技术,电话,三星,"三星 智能手机, 混合尺寸",3,1765.00 ,300
A1004742,2016/11/27,标准级,中国,中南,广东,消费者,技术,设备,StarTech,"StarTech 计算器, 耐用",7,1309.00 ,196
A1004742,2016/11/27,标准级,中国,中南,广东,消费者,技术,设备,柯尼卡,"柯尼卡 卡片打印机, 多色",2,1635.00 ,98
A1004750,2016/11/28,二级,中国,中南,广东,消费者,办公用品,美术,BIC,"BIC 速写本, 金属",3,699.00 ,49
A1004751,2016/11/28,标准级,中国,华东,上海,公司,办公用品,系固件,Accos,"Accos 橡皮筋, 整包",6,467.00 ,55
A1004751,2016/11/28,标准级,中国,华东,上海,公司,办公用品,装订机,Wilson Jones,"Wilson Jones 订书机, 实惠",2,457.00 ,196
A1004748,2016/11/28,标准级,中国,华东,山东,公司,办公用品,用品,Kleencut,"Kleencut 开信刀, 蓝色",2,253.00 ,20
A1004748,2016/11/28,标准级,中国,华东,山东,公司,办公用品,纸张,Eaton,"Eaton 备忘录便条, 优质",3,192.00 ,63
A1004748,2016/11/28,标准级,中国,华东,山东,公司,办公用品,纸张,施乐,"施乐 羊皮纸, 每包 12 个",3,244.00 ,58
A1004748,2016/11/28,标准级,中国,华东,山东,公司,办公用品,美术,Sanford,"Sanford 记号笔, 金属",3,343.00 ,165
A1004748,2016/11/28,标准级,中国,华东,山东,公司,家具,用具,Rubbermaid,"Rubvermaid 相框, 耐用",5,1138.00 ,125
A1004748,2016/11/28,标准级,中国,华东,山东,公司,技术,复印机,惠普,"惠普 传真复印机, 每套两件",4,2582.00 ,-484
A1004749,2016/11/28,标准级,中国,东北,辽宁,小型企业,技术,复印机,佳能,"佳能 复印机, 每套两件",2,1468.00 ,-318
A1004749,2016/11/28,标准级,中国,东北,辽宁,小型企业,技术,复印机,夏普,"夏普 无线传真机, 数字化",6,5973.00 ,-299
A1004752,2016/11/29,标准级,中国,中南,广西,消费者,办公用品,系固件,Accos,"Accos 订书钉, 整包",4,204.00 ,96
A1004752,2016/11/29,标准级,中国,中南,广西,消费者,办公用品,美术,Boston,"Boston 速写本, 金属",4,745.00 ,111
A1004752,2016/11/29,标准级,中国,中南,广西,消费者,办公用品,装订机,Wilson Jones,"Wilson Jones 孔加固材料, 透明",3,56.00 ,22
A1004754,2016/11/30,一级,中国,中南,广东,公司,办公用品,装订机,Acco,"Acco 装订机盖, 回收",7,447.00 ,219
A1004754,2016/11/30,一级,中国,中南,广东,公司,技术,电话,苹果,"苹果 音频基座, 混合尺寸",12,9505.00 ,1520
A1004755,2016/11/30,二级,中国,西北,新疆,公司,办公用品,信封,Ames,"Ames 商业信封, 银色",2,159.00 ,32
A1004755,2016/11/30,二级,中国,西北,新疆,公司,办公用品,器具,Breville,"Breville 咖啡研磨机, 红色",5,1443.00 ,288
A1004755,2016/11/30,二级,中国,西北,新疆,公司,办公用品,器具,Hamilton Beach,"Hamilton Beach 炉灶, 白色",5,12611.00 ,2774
A1004755,2016/11/30,二级,中国,西北,新疆,公司,办公用品,标签,Smead,"Smead 有色标签, 可调",2,102.00 ,43
A1004755,2016/11/30,二级,中国,西北,新疆,公司,办公用品,系固件,Accos,"Accos 回形针, 整包",3,197.00 ,73
A1004755,2016/11/30,二级,中国,西北,新疆,公司,技术,配件,贝尔金,"贝尔金 键区, 实惠",3,809.00 ,170
A1004756,2016/11/30,二级,中国,华东,山东,公司,办公用品,信封,Jiffy,"Jiffy 局间信封, 红色",3,700.00 ,42
A1004753,2016/11/30,二级,中国,东北,辽宁,公司,办公用品,信封,Kraft,"Kraft 商业信封, 银色",4,352.00 ,144
A1004753,2016/11/30,二级,中国,东北,辽宁,公司,家具,椅子,Harbour Creations,"Harbour Creations 椅垫, 红色",5,1680.00 ,605
A1004758,2016/11/30,标准级,中国,华北,山西,消费者,办公用品,用品,Fiskars,"Fiskars 大剪刀, 锯齿状",4,828.00 ,339
A1004757,2016/11/30,标准级,中国,华北,天津,消费者,办公用品,美术,BIC,"BIC 速写本, 蓝色",1,227.00 ,59
A1004757,2016/11/30,标准级,中国,华北,天津,消费者,家具,用具,Deflect-O,"Deflect-O 闹钟, 一包多件",3,705.00 ,310
A1004762,2016/12/1,标准级,中国,中南,河南,公司,办公用品,装订机,Avery,"Avery 孔加固材料, 回收",2,45.00 ,6
A1004759,2016/12/1,标准级,中国,西南,四川,消费者,办公用品,装订机,Avery,"Avery 打孔机, 耐用",4,329.00 ,-209
A1004762,2016/12/1,标准级,中国,中南,河南,公司,家具,用具,Deflect-O,"Deflect-O 相框, 耐用",4,913.00 ,246
A1004759,2016/12/1,标准级,中国,西南,四川,消费者,家具,书架,宜家,"宜家 墙角架, 金属",2,686.00 ,0
A1004759,2016/12/1,标准级,中国,西南,四川,消费者,家具,用具,Tenex,"Tenex 门挡, 耐用",4,458.00 ,-92
A1004762,2016/12/1,标准级,中国,中南,河南,公司,技术,复印机,Hewlett,"Hewlett 复印机, 每套两件",1,1230.00 ,578
A1004762,2016/12/1,标准级,中国,中南,河南,公司,技术,设备,柯尼卡,"柯尼卡 收据打印机, 耐用",5,2855.00 ,1256
A1004764,2016/12/1,标准级,中国,西北,陕西,小型企业,技术,设备,柯尼卡,"柯尼卡 电话, 多色",3,1207.00 ,217
A1004763,2016/12/1,标准级,中国,中南,湖南,小型企业,办公用品,标签,Harbour Creations,"Harbour Creations 运输标签, 可调",3,131.00 ,18
A1004760,2016/12/1,标准级,中国,西南,云南,消费者,办公用品,信封,Kraft,"Kraft 局间信封, 红色",3,706.00 ,78
A1004760,2016/12/1,标准级,中国,西南,云南,消费者,办公用品,标签,Hon,"Hon 文件夹标签, 可调",9,275.00 ,40
A1004760,2016/12/1,标准级,中国,西南,云南,消费者,办公用品,用品,Acme,"Acme 开信刀, 钢",7,967.00 ,106
A1004763,2016/12/1,标准级,中国,中南,湖南,小型企业,家具,椅子,Office Star,"Office Star 摇椅, 红色",1,658.00 ,39
A1004761,2016/12/1,标准级,中国,华东,安徽,消费者,办公用品,收纳具,Eldon,"Eldon 文件车, 金属",3,1777.00 ,693
A1004761,2016/12/1,标准级,中国,华东,安徽,消费者,办公用品,标签,Novimex,"Novimex 合法证物标签, 白色",3,147.00 ,50
A1004767,2016/12/2,标准级,中国,东北,辽宁,消费者,办公用品,器具,KitchenAid,"KitchenAid 烤面包机, 白色",3,701.00 ,-444
A1004765,2016/12/2,标准级,中国,华东,安徽,消费者,技术,配件,Memorex,"Memorex 闪存驱动器, 回收",3,381.00 ,118
A1004766,2016/12/2,标准级,中国,西南,贵州,消费者,办公用品,装订机,Wilson Jones,"Wilson Jones 孔加固材料, 透明",8,149.00 ,59
A1004768,2016/12/2,标准级,中国,华东,浙江,消费者,办公用品,信封,Cameo,"Cameo 局间信封, 回收",4,863.00 ,423
A1004768,2016/12/2,标准级,中国,华东,浙江,消费者,办公用品,美术,BIC,"BIC 铅笔刀, 蓝色",5,135.00 ,-305
A1004772,2016/12/3,一级,中国,中南,湖南,公司,办公用品,信封,Kraft,"Kraft 外皮和封条, 回收",2,180.00 ,50
A1004772,2016/12/3,一级,中国,中南,湖南,公司,办公用品,美术,Sanford,"Sanford 荧光笔, 蓝色",3,176.00 ,37
A1004770,2016/12/3,一级,中国,华东,江苏,小型企业,办公用品,美术,Sanford,"Sanford 钢笔, 整包",7,74.00 ,-253
A1004771,2016/12/3,二级,中国,西南,四川,消费者,办公用品,器具,KitchenAid,"KitchenAid 冰箱, 黑色",2,4922.00 ,837
A1004769,2016/12/3,标准级,中国,华东,江苏,公司,办公用品,信封,Ames,"Ames 邮寄品, 回收",2,323.00 ,42
A1004774,2016/12/4,当日,中国,西南,四川,公司,办公用品,器具,Hamilton Beach,"Hamilton Beach 炉灶, 银色",6,15207.00 ,5778
A1004781,2016/12/4,当日,中国,中南,广东,消费者,办公用品,收纳具,Tenex,"Tenex 文件夹, 工业",3,332.00 ,0
A1004781,2016/12/4,当日,中国,中南,广东,消费者,办公用品,纸张,Enermax,"Enermax 笔记本, 每包 12 个",3,457.00 ,118
A1004781,2016/12/4,当日,中国,中南,广东,消费者,家具,椅子,Safco,"SAFCO 折叠椅, 红色",2,800.00 ,144
A1004776,2016/12/4,二级,中国,华北,天津,消费者,办公用品,美术,BIC,"BIC 记号笔, 蓝色",2,247.00 ,37
A1004778,2016/12/4,二级,中国,中南,广西,小型企业,办公用品,系固件,Stockwell,"Stockwell 按钉, 整包",6,402.00 ,124
A1004780,2016/12/4,标准级,中国,华东,山东,消费者,办公用品,收纳具,Smead,"Smead 文件夹, 金属",6,464.00 ,227
A1004780,2016/12/4,标准级,中国,华东,山东,消费者,办公用品,装订机,Wilson Jones,"Wilson Jones 订书机, 实惠",2,457.00 ,196
A1004778,2016/12/4,二级,中国,中南,广西,小型企业,技术,设备,冲电器,"冲电器 喷墨打印机, 红色",2,2905.00 ,1046
A1004774,2016/12/4,二级,中国,西南,四川,公司,办公用品,信封,GlobeWeis,"GlobeWeis 局间信封, 每套 50 个",7,1562.00 ,640
A1004774,2016/12/4,二级,中国,西南,四川,公司,办公用品,器具,KitchenAid,"KitchenAid 咖啡研磨机, 白色",10,3202.00 ,575
A1004774,2016/12/4,二级,中国,西南,四川,公司,办公用品,收纳具,Smead,"Smead 搁板, 蓝色",4,913.00 ,393
A1004774,2016/12/4,二级,中国,西南,四川,公司,办公用品,纸张,Eaton,"Eaton 计划信息表, 每包 12 个",3,346.00 ,17
A1004777,2016/12/4,标准级,中国,中南,湖北,公司,办公用品,系固件,Accos,"Accos 回形针, 整包",3,197.00 ,73
A1004779,2016/12/4,标准级,中国,中南,湖南,小型企业,办公用品,系固件,Stockwell,"Stockwell 图钉, 混合尺寸",3,154.00 ,29
A1004773,2016/12/4,标准级,中国,中南,湖北,消费者,办公用品,装订机,Cardinal,"Cardinal 订书机, 回收",5,702.00 ,-176
A1004775,2016/12/4,标准级,中国,华东,安徽,消费者,办公用品,信封,Kraft,"Kraft 马尼拉纸信封, 红色",8,1121.00 ,56
A1004775,2016/12/4,标准级,中国,华东,安徽,消费者,办公用品,器具,KitchenAid,"KitchenAid 搅拌机, 红色",6,2768.00 ,1079
A1004775,2016/12/4,标准级,中国,华东,安徽,消费者,办公用品,用品,Kleencut,"Kleencut 大剪刀, 锯齿状",3,609.00 ,30
A1004775,2016/12/4,标准级,中国,华东,安徽,消费者,办公用品,用品,Stiletto,"Stiletto 修剪器, 锯齿状",2,368.00 ,22
A1004775,2016/12/4,标准级,中国,华东,安徽,消费者,办公用品,美术,BIC,"BIC 钢笔, 蓝色",7,373.00 ,116
A1004775,2016/12/4,标准级,中国,华东,安徽,消费者,家具,书架,Safco,"Safco 书库, 白色",3,5492.00 ,1538
A1004775,2016/12/4,标准级,中国,华东,安徽,消费者,家具,椅子,Safco,"SAFCO 沙滩椅, 红色",4,923.00 ,452
A1004775,2016/12/4,标准级,中国,华东,安徽,消费者,家具,用具,Deflect-O,"Deflect-O 门挡, 黑色",6,1231.00 ,98
A1004775,2016/12/4,标准级,中国,华东,安徽,消费者,技术,电话,苹果,"苹果 信号增强器, 混合尺寸",3,1953.00 ,722
A1004775,2016/12/4,标准级,中国,华东,安徽,消费者,技术,设备,松下,"松下 喷墨打印机, 红色",4,5772.00 ,2251
A1004782,2016/12/5,标准级,中国,华北,北京,公司,家具,书架,Dania,"Dania 墙角架, 传统",5,2848.00 ,484
A1004782,2016/12/5,标准级,中国,华北,北京,公司,技术,复印机,惠普,"惠普 墨水, 每套两件",3,1802.00 ,54
A1004787,2016/12/7,当日,中国,东北,吉林,公司,办公用品,信封,GlobeWeis,"GlobeWeis 外皮和封条, 每套 50 个",3,299.00 ,18
A1004790,2016/12/7,二级,中国,西南,四川,小型企业,技术,电话,苹果,"苹果 智能手机, 混合尺寸",4,1413.00 ,-566
A1004790,2016/12/7,二级,中国,西南,四川,小型企业,技术,设备,爱普生,"爱普生 卡片打印机, 红色",10,4679.00 ,701
A1004789,2016/12/7,标准级,中国,中南,湖北,公司,办公用品,信封,Ames,"Ames 邮寄品, 每套 50 个",8,1338.00 ,106
A1004789,2016/12/7,标准级,中国,中南,湖北,公司,办公用品,收纳具,Eldon,"Eldon 文件车, 工业",1,599.00 ,66
A1004789,2016/12/7,标准级,中国,中南,湖北,公司,办公用品,标签,Harbour Creations,"Harbour Creations 文件夹标签, 耐用",2,85.00 ,13
A1004789,2016/12/7,标准级,中国,中南,湖北,公司,办公用品,用品,Fiskars,"Fiskars 剪刀, 蓝色",5,324.00 ,-152
A1004791,2016/12/7,标准级,中国,东北,吉林,小型企业,办公用品,系固件,OIC,"OIC 回形针, 金属",2,136.00 ,18
A1004791,2016/12/7,标准级,中国,东北,吉林,小型企业,办公用品,装订机,Ibico,"Ibico 装订机盖, 实惠",2,127.00 ,24
A1004788,2016/12/7,标准级,中国,中南,广西,消费者,办公用品,系固件,Stockwell,"Stockwell 图钉, 整包",3,114.00 ,-40
A1004788,2016/12/7,标准级,中国,中南,广西,消费者,办公用品,装订机,Wilson Jones,"Wilson Jones 装订机, 透明",9,314.00 ,26
A1004791,2016/12/7,标准级,中国,东北,吉林,小型企业,家具,椅子,Hon,"Hon 沙滩椅, 红色",2,421.00 ,21
A1004788,2016/12/7,标准级,中国,中南,广西,消费者,家具,用具,Eldon,"Eldon 相框, 黑色",5,814.00 ,-218
A1004791,2016/12/7,标准级,中国,东北,吉林,小型企业,技术,复印机,Hewlett,"Hewlett 无线传真机, 红色",3,5297.00 ,1165
A1004785,2016/12/7,标准级,中国,中南,广东,消费者,技术,复印机,夏普,"夏普 传真复印机, 数字化",2,942.00 ,-581
A1004786,2016/12/7,标准级,中国,华东,山东,小型企业,办公用品,收纳具,Rogers,"Rogers 文件夹, 工业",5,727.00 ,80
A1004783,2016/12/7,标准级,中国,华东,江苏,消费者,办公用品,收纳具,Fellowes,"Fellowes 文件夹, 金属",2,238.00 ,17
A1004784,2016/12/7,标准级,中国,中南,广东,公司,办公用品,器具,KitchenAid,"KitchenAid 搅拌机, 银色",2,558.00 ,-242
A1004784,2016/12/7,标准级,中国,中南,广东,公司,办公用品,系固件,Accos,"Accos 夹子, 金属",9,491.00 ,82
A1004784,2016/12/7,标准级,中国,中南,广东,公司,办公用品,纸张,Green Bar,"Green Bar 羊皮纸, 多色",4,338.00 ,17
A1004794,2016/12/8,一级,中国,中南,湖南,小型企业,办公用品,器具,Cuisinart,"Cuisinart 咖啡研磨机, 红色",5,901.00 ,279
A1004794,2016/12/8,一级,中国,中南,湖南,小型企业,办公用品,标签,Harbour Creations,"Harbour Creations 有色标签, 白色",6,361.00 ,126
A1004799,2016/12/8,一级,中国,东北,黑龙江,公司,技术,配件,罗技,"罗技 记忆卡, 回收",1,472.00 ,52
A1004798,2016/12/8,二级,中国,华东,福建,公司,办公用品,装订机,Avery,"Avery 标签, 耐用",2,73.00 ,14
A1004798,2016/12/8,二级,中国,华东,福建,公司,家具,用具,Eldon,"Eldon 闹钟, 黑色",2,528.00 ,242
A1004796,2016/12/8,二级,中国,东北,黑龙江,公司,办公用品,装订机,Acco,"Acco 标签, 透明",2,75.00 ,35
A1004795,2016/12/8,标准级,中国,华东,安徽,公司,办公用品,用品,Stiletto,"Stiletto 剪刀, 钢",4,430.00 ,64
A1004795,2016/12/8,标准级,中国,华东,安徽,公司,办公用品,系固件,Accos,"Accos 回形针, 整包",4,262.00 ,97
A1004797,2016/12/8,二级,中国,华东,福建,消费者,办公用品,装订机,Cardinal,"Cardinal 装订机盖, 实惠",2,67.00 ,4
A1004793,2016/12/8,标准级,中国,华北,河北,消费者,办公用品,收纳具,Fellowes,"Fellowes 盘, 单宽度",3,804.00 ,56
A1004797,2016/12/8,二级,中国,华东,福建,消费者,家具,用具,Advantus,"Advantus 分层置放架, 黑色",3,222.00 ,-23
A1004793,2016/12/8,标准级,中国,华北,河北,消费者,技术,复印机,Brother,"Brother 复印机, 每套两件",2,2448.00 ,955
A1004792,2016/12/8,标准级,中国,华北,天津,消费者,办公用品,系固件,Stockwell,"Stockwell 按钉, 整包",3,117.00 ,12
A1004792,2016/12/8,标准级,中国,华北,天津,消费者,技术,电话,摩托罗拉,"摩托罗拉 智能手机, 整包",3,1091.00 ,-255
A1004802,2016/12/9,一级,中国,西北,陕西,公司,办公用品,信封,Cameo,"Cameo 搭扣信封, 回收",3,116.00 ,1
A1004802,2016/12/9,一级,中国,西北,陕西,公司,办公用品,装订机,Acco,"Acco 装订机盖, 回收",2,128.00 ,62
A1004804,2016/12/9,标准级,中国,华东,江苏,公司,办公用品,用品,Kleencut,"Kleencut 开信刀, 工业",4,321.00 ,-27
A1004805,2016/12/9,标准级,中国,华北,北京,公司,家具,书架,Sauder,"Sauder 搁架, 白色",7,6439.00 ,1351
A1004803,2016/12/9,标准级,中国,中南,湖南,小型企业,家具,书架,Bush,"Bush 柜, 传统",2,1338.00 ,0
A1004801,2016/12/9,标准级,中国,东北,黑龙江,公司,技术,配件,贝尔金,"贝尔金 键盘, 耐用",2,785.00 ,110
A1004800,2016/12/9,标准级,中国,中南,广东,消费者,办公用品,信封,Jiffy,"Jiffy 外皮和封条, 回收",1,88.00 ,9
A1004800,2016/12/9,标准级,中国,中南,广东,消费者,办公用品,系固件,Stockwell,"Stockwell 图钉, 混合尺寸",10,512.00 ,97
A1004800,2016/12/9,标准级,中国,中南,广东,消费者,家具,桌子,Chromcraft,"Chromcraft 咖啡桌, 白色",2,1885.00 ,377
A1004800,2016/12/9,标准级,中国,中南,广东,消费者,技术,配件,SanDisk,"SanDisk 记忆卡, 实惠",3,1574.00 ,315
A1004810,2016/12/10,当日,中国,华北,内蒙古,消费者,办公用品,器具,KitchenAid,"KitchenAid 烤面包机, 红色",1,239.00 ,-104
A1004816,2016/12/10,二级,中国,东北,黑龙江,公司,办公用品,器具,Hoover,"Hoover 炉灶, 红色",2,5306.00 ,796
A1004809,2016/12/10,二级,中国,东北,辽宁,公司,办公用品,标签,Avery,"Avery 可去除的标签, 可调",2,81.00 ,36
A1004809,2016/12/10,二级,中国,东北,辽宁,公司,办公用品,标签,Avery,"Avery 合法证物标签, 耐用",7,383.00 ,111
A1004814,2016/12/10,二级,中国,中南,湖南,公司,办公用品,纸张,Enermax,"Enermax 羊皮纸, 多色",2,157.00 ,59
A1004816,2016/12/10,二级,中国,东北,黑龙江,公司,家具,椅子,Hon,"Hon 扶手椅, 黑色",2,3820.00 ,552
A1004809,2016/12/10,二级,中国,东北,辽宁,公司,家具,用具,Tenex,"Tenex 门挡, 优质",2,238.00 ,-60
A1004814,2016/12/10,二级,中国,中南,湖南,公司,技术,设备,松下,"松下 计算器, 耐用",5,1176.00 ,165
A1004809,2016/12/10,二级,中国,东北,辽宁,公司,技术,配件,罗技,"罗技 闪存驱动器, 回收",3,238.00 ,-135
A1004813,2016/12/10,标准级,中国,东北,辽宁,公司,办公用品,装订机,Cardinal,"Cardinal 装订机盖, 透明",2,107.00 ,36
A1004812,2016/12/10,标准级,中国,中南,湖南,消费者,办公用品,收纳具,Smead,"Smead 锁柜, 金属",5,4608.00 ,2166
A1004812,2016/12/10,标准级,中国,中南,湖南,消费者,办公用品,标签,Hon,"Hon 运输标签, 耐用",1,55.00 ,27
A1004812,2016/12/10,标准级,中国,中南,湖南,消费者,家具,用具,Rubbermaid,"Rubvermaid 灯泡, 黑色",8,703.00 ,105
A1004815,2016/12/10,二级,中国,华东,浙江,公司,办公用品,信封,GlobeWeis,"GlobeWeis 外皮和封条, 银色",3,333.00 ,166
A1004806,2016/12/10,标准级,中国,华北,河北,小型企业,办公用品,用品,Kleencut,"Kleencut 大剪刀, 蓝色",7,1528.00 ,443
A1004807,2016/12/10,标准级,中国,东北,黑龙江,消费者,办公用品,装订机,Wilson Jones,"Wilson Jones 标签, 实惠",2,60.00 ,24
A1004808,2016/12/10,二级,中国,中南,河南,消费者,家具,书架,Safco,"Safco 墙角架, 白色",4,2837.00 ,1021
A1004811,2016/12/10,标准级,中国,东北,黑龙江,消费者,办公用品,器具,Cuisinart,"Cuisinart 微波炉, 白色",3,3872.00 ,387
A1004811,2016/12/10,标准级,中国,东北,黑龙江,消费者,办公用品,美术,Boston,"Boston 速写本, 整包",7,1277.00 ,128
A1004811,2016/12/10,标准级,中国,东北,黑龙江,消费者,技术,设备,柯尼卡,"柯尼卡 计算器, 白色",2,467.00 ,173
A1004817,2016/12/11,一级,中国,中南,河南,小型企业,办公用品,纸张,Green Bar,"Green Bar 计划信息表, 优质",7,777.00 ,15
A1004819,2016/12/11,标准级,中国,中南,湖南,公司,办公用品,收纳具,Eldon,"Eldon 文件夹, 蓝色",2,158.00 ,52
A1004821,2016/12/11,标准级,中国,中南,河南,消费者,办公用品,系固件,Stockwell,"Stockwell 订书钉, 整包",3,151.00 ,72
A1004821,2016/12/11,标准级,中国,中南,河南,消费者,办公用品,装订机,Avery,"Avery 打孔机, 回收",2,263.00 ,13
A1004818,2016/12/11,标准级,中国,华东,安徽,公司,办公用品,器具,Cuisinart,"Cuisinart 炉灶, 白色",2,5007.00 ,2203
A1004820,2016/12/11,标准级,中国,东北,吉林,消费者,办公用品,用品,Stiletto,"Stiletto 大剪刀, 钢",4,886.00 ,53
A1004822,2016/12/11,标准级,中国,中南,湖南,公司,家具,桌子,Lesro,"Lesro 木桌, 组装",3,4923.00 ,1116
A1004820,2016/12/11,标准级,中国,东北,吉林,消费者,家具,椅子,Hon,"Hon 折叠椅, 每套两件",2,703.00 ,156
A1004820,2016/12/11,标准级,中国,东北,吉林,消费者,技术,配件,贝尔金,"贝尔金 闪存驱动器, 可编程",8,1622.00 ,291
A1004825,2016/12/12,二级,中国,中南,河南,消费者,办公用品,装订机,Wilson Jones,"Wilson Jones 标签, 回收",5,159.00 ,73
A1004823,2016/12/12,标准级,中国,中南,河南,消费者,技术,复印机,Brother,"Brother 墨水, 数字化",7,4800.00 ,2160
A1004824,2016/12/12,标准级,中国,中南,广东,消费者,办公用品,收纳具,Smead,"Smead 文件车, 单宽度",9,5394.00 ,1779
A1004828,2016/12/14,标准级,中国,西北,陕西,消费者,办公用品,收纳具,Eldon,"Eldon 盘, 工业",4,904.00 ,27
A1004827,2016/12/14,标准级,中国,中南,广东,公司,办公用品,信封,Cameo,"Cameo 搭扣信封, 每套 50 个",4,178.00 ,72
A1004827,2016/12/14,标准级,中国,中南,广东,公司,家具,椅子,Novimex,"Novimex 椅垫, 黑色",4,906.00 ,-61
A1004827,2016/12/14,标准级,中国,中南,广东,公司,技术,电话,诺基亚,"诺基亚 耳机, 蓝色",3,1024.00 ,307
A1004831,2016/12/14,标准级,中国,西北,陕西,消费者,办公用品,系固件,Advantus,"Advantus 橡皮筋, 整包",3,139.00 ,-16
A1004830,2016/12/14,标准级,中国,华东,上海,消费者,办公用品,器具,Hamilton Beach,"Hamilton Beach 冰箱, 黑色",9,20982.00 ,629
A1004830,2016/12/14,标准级,中国,华东,上海,消费者,办公用品,系固件,OIC,"OIC 图钉, 金属",1,66.00 ,23
A1004830,2016/12/14,标准级,中国,华东,上海,消费者,办公用品,纸张,Enermax,"Enermax 羊皮纸, 多色",2,157.00 ,59
A1004826,2016/12/14,标准级,中国,东北,辽宁,消费者,家具,用具,Eldon,"Eldon 闹钟, 黑色",8,1266.00 ,126
A1004826,2016/12/14,标准级,中国,东北,辽宁,消费者,技术,复印机,夏普,"夏普 复印机, 每套两件",4,2681.00 ,-1743
A1004826,2016/12/14,标准级,中国,东北,辽宁,消费者,技术,电话,三星,"三星 智能手机, 蓝色",2,690.00 ,-46
A1004829,2016/12/14,标准级,中国,中南,广东,消费者,家具,用具,Rubbermaid,"Rubvermaid 闹钟, 黑色",3,702.00 ,35
A1004829,2016/12/14,标准级,中国,中南,广东,消费者,技术,配件,Memorex,"Memorex 闪存驱动器, 回收",5,635.00 ,197
A1004837,2016/12/15,一级,中国,西南,云南,公司,办公用品,信封,Cameo,"Cameo 马尼拉纸信封, 每套 50 个",3,378.00 ,151
A1004837,2016/12/15,一级,中国,西南,云南,公司,办公用品,收纳具,Smead,"Smead 锁柜, 单宽度",5,4631.00 ,370
A1004837,2016/12/15,一级,中国,西南,云南,公司,办公用品,标签,Harbour Creations,"Harbour Creations 圆形标签, 红色",2,61.00 ,25
A1004837,2016/12/15,一级,中国,西南,云南,公司,办公用品,纸张,Enermax,"Enermax 计划信息表, 每包 12 个",1,124.00 ,33
A1004836,2016/12/15,一级,中国,中南,河南,小型企业,办公用品,装订机,Ibico,"Ibico 装订机盖, 透明",1,61.00 ,10
A1004839,2016/12/15,二级,中国,西北,陕西,消费者,办公用品,信封,GlobeWeis,"GlobeWeis 邮寄品, 每套 50 个",2,360.00 ,25
A1004839,2016/12/15,二级,中国,西北,陕西,消费者,办公用品,系固件,Accos,"Accos 订书钉, 每包 12 个",2,97.00 ,6
